"sub","name","size"
"U.S. MARSHALS SERVICE","CATHOLIC CHARITIES OF THE DIOCESE OF SAN DIEGO",777086.26
"U.S. MARSHALS SERVICE","UNITED SECURITY, INC",656435.16
"U.S. MARSHALS SERVICE","PARAGON SYSTEMS, INC",650000
"U.S. MARSHALS SERVICE","FEDERAL EXPRESS CORPORATION",630918.66
"U.S. MARSHALS SERVICE","INTELLIWARE SYSTEMS, INC.",562180.59
"U.S. MARSHALS SERVICE","FORFEITURE SUPPORT ASSOCIATES, LLC",547786.61
"U.S. MARSHALS SERVICE","CORRECT CARE OF SOUTH CAROLINA, LLC",430000
"U.S. SECRET SERVICE","CELLEBRITE USA CORP",913197.64
"U.S. SECRET SERVICE","FANNON PETROLEUM SERVICES, INC.",900000
"U.S. SECRET SERVICE","BRIMTEK, INC.",824296.8
"U.S. SECRET SERVICE","GOVERNMENT ACQUISITIONS, INC.",744230.2
"U.S. SECRET SERVICE","COLONIAL PARKING, INC.",681014.4
"U.S. SECRET SERVICE","EVANS CONSOLES INCORPORATED",670869.01
"U.S. SECRET SERVICE","BLUE TECH INC.",664395
"U.S. SECRET SERVICE","ARDENT MANAGEMENT CONSULTING, INC.",624861.39
"U.S. SECRET SERVICE","PROCOM CORPORATION",609669.59
"U.S. SECRET SERVICE","FS PARTNERS LLP",559568.19
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","CREATIVE MICROSYSTEMS CORPORATION",989678
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","MULTINATIONAL DEFENSE SERVICES LLC",965002.5
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","FIRSTSPEAR, LLC",959986.42
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","MCMANIS ASSOCIATES INC.",938808.12
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","KEYW CORPORATION, THE",906977.15
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","THALES DEFENSE & SECURITY, INC",891043
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","OFUS CORPORATION",860350
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SILVUS TECHNOLOGIES, INC.",859011.63
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","ENGILITY CORPORATION",851899.69
"U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","JEM ENGINEERING, LLC",850348
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","HYPERION BIOTECHNOLOGY INC",413774.4
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","PRICE MODERN LIMITED LIABILITY COMPANY",400000
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","ACCREDITATION COUNCIL FOR GRADUATE MEDICAL EDUCATION",261800
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","PRITCHETT CONTROLS, INC.",164000
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","CORINTHIAN CONTRACTORS, INC.",157803
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","LYRASIS INC.",149291.16
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","BELL INDUSTRIES, INC.",145251.83
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","AT&T MOBILITY LLC",133279.44
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","GENERAL ELECTRIC COMPANY",127076.8
"UNIFORMED SERVICES UNIVERSITY OF THE HEALTH SCIENCES  (USUHS)","KS BOOKTIQUE INC",109000.65
"UNITED STATES MINT","MANFRA TORDELLA & BROOKES, INC.",862980
"UNITED STATES MINT","UNICOVER CORPORATION, THE",725331.6
"UNITED STATES MINT","SPLAY, INC.",721639.62
"UNITED STATES MINT","ARTEX INC.",536080.25
"UNITED STATES MINT","KRISCHE CONSTRUCTION, INC.",469538
"UNITED STATES MINT","FRANKLIN MAXWELL GROUP LLC",466820.8
"UNITED STATES MINT","CONTINENTAL WEB PRESS, INC.",418500
"UNITED STATES MINT","MACHINE CONCEPTS INC.",410406
"UNITED STATES MINT","COIN WRAP, INC.",385818.54
"UNITED STATES MINT","STERN/LEACH COMPANY",354022.85
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","MERIDIAN INTERNATIONAL CENTER",754988
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","KOEPPEN, ELLIOTT & ASSOCIATES LIMITED",580253.68
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","GREEN POWERED TECHNOLOGY LLC",550329
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","TUATARA GROUP, LLC",477301
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES, INC.",363842.5
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","WINKATES, STEVEN Q",255000
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","BUSINESS COUNCIL FOR INTERNATIONAL UNDERSTANDING, INC., THE",167759
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","ADNET ACCOUNTNET INC",111494.4
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","KED GROUP, LLC",94674
"UNITED STATES TRADE AND DEVELOPMENT AGENCY","INTRATECH",82965
"US CENSUS BUREAU","NORTH AMERICAN SECURITY, INCORPORATED",976651.41
"US CENSUS BUREAU","CYBERDATA TECHNOLOGIES INC",915394
"US CENSUS BUREAU","ACTIONET, INC.",914439
"US CENSUS BUREAU","PAE PROFESSIONAL SERVICES LLC",884360
"US CENSUS BUREAU","ALLIANT ENTERPRISE JV LLC",780000
"US CENSUS BUREAU","SECTEK, INC.",747100.85
"US CENSUS BUREAU","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",725000
"US CENSUS BUREAU","PRIME SOURCE TECHNOLOGIES, LLC",686991.98
"US CENSUS BUREAU","LONGVIEW INTERNATIONAL TECHNOLOGY SOLUTIONS, INC.",677760
"US CENSUS BUREAU","UNIVERSITY OF MARYLAND",651396
"US GEOLOGICAL SURVEY","COUNTERTRADE PRODUCTS, INC.",953689.5
"US GEOLOGICAL SURVEY","PRECISION AERIAL RECONNAISSANCE, L.L.C.",936202.33
"US GEOLOGICAL SURVEY","DIGITAL AERIAL SOLUTIONS LLC",900961.01
"US GEOLOGICAL SURVEY","NATURAL SYSTEMS ANALYSTS, INC.",721555.97
"US GEOLOGICAL SURVEY","EPOCH CONCEPTS, LLC",701978.26
"US GEOLOGICAL SURVEY","FLEXION INC.",681378.78
"US GEOLOGICAL SURVEY","GEOTEK LIMITED",602635
"US GEOLOGICAL SURVEY","AUXILIO MANAGEMENT SERVICES",567732.94
"US GEOLOGICAL SURVEY","ISOTOPX INC.",526623.29
"US GEOLOGICAL SURVEY","AQUATIC INFORMATICS INC",499504.92
"US PATENT AND TRADEMARK OFFICE","BUREAU OF NATIONAL AFFAIRS, INC., THE",876587
"US PATENT AND TRADEMARK OFFICE","NEW CENTURY IMAGING, INC.",724087.49
"US PATENT AND TRADEMARK OFFICE","FCN, INC.",711316.04
"US PATENT AND TRADEMARK OFFICE","RIVA SOLUTIONS, INC.",667392
"US PATENT AND TRADEMARK OFFICE","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",660830.77
"US PATENT AND TRADEMARK OFFICE","TRANBEN, LTD",612000
"US PATENT AND TRADEMARK OFFICE","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",600000
"US PATENT AND TRADEMARK OFFICE","ALLIANT ACROSS AMERICA INFORMATION SERVICES, LLC",517095.2
"US PATENT AND TRADEMARK OFFICE","GUIDENT TECHNOLOGIES INC",507505.24
"US PATENT AND TRADEMARK OFFICE","INTELLIGENT MANAGEMENT SOLUTIONS, INC.",506960
"USDA, ASSISTANT SECRETARY FOR DEPARTMENTAL MANAGEMENT","ALL EVENTS PLANNING, INC.",-5047.29
"USDA, NATIONAL APPEALS DIVISION","MICROPACT, INC.",398240.38
"USDA, NATIONAL APPEALS DIVISION","TRUSTED TRANSLATIONS, INC.",-12299.67
"USDA, OFFICE OF ADVOCACY AND OUTREACH","GRADY HOTEL INVESTMENTS, LLC",4885.6
"USDA, OFFICE OF ADVOCACY AND OUTREACH","DEAF ACCESS SOLUTIONS, INC",3118.43
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","MARTIN-MISER ASSOCIATES INC",127699
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","BUSINESS DECISIONS INFORMATION",98927.85
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","COMPUCON INC",97500
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","INTERNATIONAL CIVIL RIGHTS INV",92083.25
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","INQUEST SOLUTIONS INC",92000
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","FEDERAL FACILITATORS, LLC.",83000
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","HUMAN RESOURCES SELECT SERVICE",40000
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","UNITED PARCEL SERVICE INCORPORATED (OH) (2075)",20000
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","SP PLUS CORPORATION",13860
"USDA, OFFICE OF ASSISTANT SECRETARY OF CIVIL RIGHTS","FEDERAL CENTER HOTEL ASSOCIATES LLC",5198
"USDA, OFFICE OF COMMUNICATION","DOUGHERTY & ASSOCIATES, INC.",180000
"USDA, OFFICE OF COMMUNICATION","AUROTECH, INC.",37560.66
"USDA, OFFICE OF COMMUNICATION","KULKA, JOE",14400
"USDA, OFFICE OF COMMUNICATION","VITAL SIGNS, LLC.",14000
"USDA, OFFICE OF COMMUNICATION","SITEIMPROVE, INC.",7200
"USDA, OFFICE OF COMMUNICATION","FRINGE TECHNOLOGY LLC",1400
"USDA, OFFICE OF COMMUNICATION","DOUGHERTY & ASSOCIATES, INC",0
"USDA, OFFICE OF COMMUNICATION","NEW TECH SOLUTIONS INCORPORATED",-4207.5
"USDA, OFFICE OF GENERAL COUNSEL","TRUETANDEM, LLC",24591.26
"USDA, OFFICE OF GENERAL COUNSEL","SHARP ELECTRONICS CORPORATION",4425.68
"USDA, OFFICE OF GENERAL COUNSEL","B3 ENTERPRISES LLC",2295.25
"USDA, OFFICE OF HOMELAND SECURITY AND EMERGENCY COORDINATION","HEARTLAND ENERGY PARTNERS LLC",176600
"USDA, OFFICE OF HOMELAND SECURITY AND EMERGENCY COORDINATION","EXCALIBUR ASSOCIATES, INC.",89987.56
"USDA, OFFICE OF HOMELAND SECURITY AND EMERGENCY COORDINATION","STARS II PARTNERSHIP JOINT VENTURE LLC",75000
"USDA, OFFICE OF HOMELAND SECURITY AND EMERGENCY COORDINATION","MANESH ELECTRONICS INC.",7895
"USDA, OFFICE OF HOMELAND SECURITY AND EMERGENCY COORDINATION","DAVIS & ELKINS COLLEGE",5681.7
"USDA, OFFICE OF HUMAN RESOURCE MANAGEMENT","GDC INTEGRATION INCORPORATED",171952.28
"USDA, OFFICE OF HUMAN RESOURCE MANAGEMENT","GDC INTEGRATION, INC.",27309.5
"USDA, OFFICE OF HUMAN RESOURCE MANAGEMENT","IMMIXTECHNOLOGY, INC.",23861
"USDA, OFFICE OF HUMAN RESOURCE MANAGEMENT","HRWORX, LLC",12149.25
"USDA, OFFICE OF HUMAN RESOURCE MANAGEMENT","SUPRIYA AGGARWAL",6425.97
"USDA, OFFICE OF HUMAN RESOURCE MANAGEMENT","REDHAWK IT SOLUTIONS LLC",1023.42
"USDA, OFFICE OF OPERATIONS","RICOH USA, INC.",806218.18
"USDA, OFFICE OF OPERATIONS","MELWOOD HORTICULTURAL TRAINING CENTER, INC.",706408.32
"USDA, OFFICE OF OPERATIONS","STARS II PARTNERSHIP JOINT VENTURE LLC",599306.4
"USDA, OFFICE OF OPERATIONS","B3 ENTERPRISES LLC",437491.05
"USDA, OFFICE OF OPERATIONS","OLYMPUS BUILDING SERVICES, INC",338000
"USDA, OFFICE OF OPERATIONS","SERVICE SOURCE INC",215930
"USDA, OFFICE OF OPERATIONS","CANON U.S.A., INC.",189276.34
"USDA, OFFICE OF OPERATIONS","R H G GROUP INCORPORATED",163496.68
"USDA, OFFICE OF OPERATIONS","FEDERAL EXPRESS CORPORATION",163479
"USDA, OFFICE OF OPERATIONS","MILESTONE COUNSELING SERVICES LLC",158963.48
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","COMPUSEARCH SOFTWARE SYSTEMS, INC.",962734.72
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","LINKVISUM CONSULTING GROUP, INC.",829384
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","CONTRACT SOLUTIONS, INC.",585987.46
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","AMEC ENVIRONMENT & INFRASTRUCTURE, INC.",520703.58
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","CLEAR GLOBAL SOLUTIONS LLC",325872.68
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","SENET INTERNATIONAL CORPORATIO",259880.29
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","SAFETY EQUIPMENT INSTITUTE INC",164180.7
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","AMEC FOSTER WHEELER ENVIRONMENT & INFRASTRUCTURE, INC.",120000
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","APPLIED MANAGEMENT ASSOCIATES INC",112491
"USDA, OFFICE OF PROCUREMENT AND PROPERTY MANAGEMENT","GOVERNMENT ACQUISITIONS, INC.",13996.1
"USDA, OFFICE OF THE CHIEF ECONOMIST","INFORMA BUSINESS INTELLIGENCE, INC.",29435
"USDA, OFFICE OF THE CHIEF ECONOMIST","THE NEWBERRY GROUP INCORPORATED",21902
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","GOVERNMENT ACQUISITIONS, INC.",861578.38
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","COMPU-CURE NEW ORLEANS INC.",836159.04
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","EMERGENT, LLC",817602.18
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","DOMINION BUSINESS SOLUTIONS, INC.",750331.27
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","STEELCASE INC.",692776.23
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","ERLUKE CONSULTING LLC",472360.51
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","STORSOFT TECHNOLOGY CORPORATION",453007.83
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","GRANT THORNTON LLP",444899
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","CARAHSOFT TECHNOLOGY CORPORATION",433146.18
"USDA, OFFICE OF THE CHIEF FINANCIAL OFFICER","BLUE TECH INC.",307727.03
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","EMAGINE IT, INC.",997000
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","GOVERNMENT ACQUISITIONS, INC.",962112.58
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","SPRINT COMMUNICATIONS COMPANY L.P.",815711
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","PANUM TELECOM LLC",785002.79
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","PECKHAM VOCATIONAL INDUSTRIES, INC.",704244.64
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","CARAHSOFT TECHNOLOGY CORPORATION",665328.26
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","SBD ALLIANT, LLC",616322
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","MOUNT AIREY GROUP, INC.",613318.28
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","LEXMARK INTERNATIONAL INC",583486.77
"USDA, OFFICE OF THE CHIEF INFORMATION OFFICER","COURSEAVENUE, LLC",459286.59
"USTRANSCOM","BOOZ ALLEN HAMILTON INC",998344.72
"USTRANSCOM","CACI INC FEDERAL",445608.52
"USTRANSCOM","DLT SOLUTIONS, LLC",334133.24
"USTRANSCOM","MERCOM, INCORPORATED",223346.56
"USTRANSCOM","DPRA INCORPORATED",220480.23
"USTRANSCOM","AMYX, INC.",202157.61
"USTRANSCOM","GANNETT FLEMING, INC.",132480.74
"USTRANSCOM","LOGISTICS MANAGEMENT INSTITUTE",90626.16
"USTRANSCOM","NCS TECHNOLOGIES, INC.",74178
"USTRANSCOM","GOVERNMENT ACQUISITIONS, INC.",34400
"VETERANS AFFAIRS, DEPARTMENT OF","VICTOR 12, INC.",999711.74
"VETERANS AFFAIRS, DEPARTMENT OF","TRIPLE C-THE A&E GROUP, LLC",999601.81
"VETERANS AFFAIRS, DEPARTMENT OF","OAK VIEW REHABILITATION",995100.18
"VETERANS AFFAIRS, DEPARTMENT OF","PERAGO CONTRACT SPECIALISTS LLC",990080
"VETERANS AFFAIRS, DEPARTMENT OF","L & J BUILDING COMPANY LLC",989682.09
"VETERANS AFFAIRS, DEPARTMENT OF","MIDDLE BAY SOLUTIONS LLC",987641.94
"VETERANS AFFAIRS, DEPARTMENT OF","AMERICAN PURCHASING SERVICES, INC.",987233.28
"VETERANS AFFAIRS, DEPARTMENT OF","FEDERAL CONTRACTS CORP",984511.29
"VETERANS AFFAIRS, DEPARTMENT OF","CANINE COMPANIONS FOR INDEPENDENCE INC",984192.8
"VETERANS AFFAIRS, DEPARTMENT OF","MJL ENTERPRISES LIMITED LIABILITY COMPANY",981561.01
"VETERANS EMPLOYMENT AND TRAINING SERVICES","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",19475.71
"VETERANS EMPLOYMENT AND TRAINING SERVICES","BULFINCH CONGRESS HOLDINGS LLC",3375
"VETERANS EMPLOYMENT AND TRAINING SERVICES","BEACON TRAINING SERVICES INCORPORATED",3152.85
"VETERANS EMPLOYMENT AND TRAINING SERVICES","XEROX CORPORATION",2201.73
"VETERANS EMPLOYMENT AND TRAINING SERVICES","REGENTS OF THE UNIVERSITY OF COLORADO, THE",-43775.11
"WAGE AND HOUR DIVISION","DELL MARKETING L.P.",791496.34
"WAGE AND HOUR DIVISION","DODGE DATA & ANALYTICS LLC",383476
"WAGE AND HOUR DIVISION","IMPAQ INTERNATIONAL LLC",317353.78
"WAGE AND HOUR DIVISION","LENEER DATA ASSURANCE SOLUTIONS INC.",181900
"WAGE AND HOUR DIVISION","WEST PUBLISHING CORPORATION",159374.41
"WAGE AND HOUR DIVISION","TRUELANGUAGE LLC",143772.24
"WAGE AND HOUR DIVISION","JAB INNOVATIVE SOLUTIONS, LLC",51266.83
"WAGE AND HOUR DIVISION","FEDRESULTS, INC.",29760
"WAGE AND HOUR DIVISION","HPT TRS IHG-2, INC.",26840
"WAGE AND HOUR DIVISION","DELOITTE FINANCIAL ADVISORY SERVICES LLP",25000
"WASHINGTON HEADQUARTERS SERVICES (WHS)","LEIDOS, INC.",969301.57
"WASHINGTON HEADQUARTERS SERVICES (WHS)","STRATEGIC ANALYSIS, INC.",902330.39
"WASHINGTON HEADQUARTERS SERVICES (WHS)","GOLDEN KEY GROUP, LLC",898896.5
"WASHINGTON HEADQUARTERS SERVICES (WHS)","PURDY GROUP LLC",868099.92
"WASHINGTON HEADQUARTERS SERVICES (WHS)","AM2 SOLUTIONS, LLC",766036.8
"WASHINGTON HEADQUARTERS SERVICES (WHS)","GEMINI 3 GROUP, INC., THE",659925
"WASHINGTON HEADQUARTERS SERVICES (WHS)","GPC CONSOLIDATED REPORTING",562639.97
"WASHINGTON HEADQUARTERS SERVICES (WHS)","J TERRY & ASSOCIATES INC.",559360.53
"WASHINGTON HEADQUARTERS SERVICES (WHS)","INFOSCITEX CORPORATION",555000
"WASHINGTON HEADQUARTERS SERVICES (WHS)","QUALX CORPORATION",502713.1
