"sub","name","size"
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","I360TECHNOLOGIES INCORPORATED",883875.2
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","F2 SOLUTIONS, LLC",326762.2
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","CORESPHERE, LLC",205163.32
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","ADINO, INC.",102420.68
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","AERIS INSIGHT, INC.",21500
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","OPPORTUNITY FINANCE NETWORK",-0.03
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","A. REDDIX & ASSOCIATES INC.",-288.01
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","TRANSFORMATION STRATEGIES, INC",-4198.53
"COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS","NEIGHBORHOOD REINVESTMENT CORPORATION",-170434.12
"CONSUMER FINANCIAL PROTECTION BUREAU","GREENZONE SOLUTIONS, INC.",832100
"CONSUMER FINANCIAL PROTECTION BUREAU","CELLCO PARTNERSHIP DBA VERIZON WIRELESS",831134.3
"CONSUMER FINANCIAL PROTECTION BUREAU","COMMUNICATIONS RESOURCE INCORPORATED",816551.22
"CONSUMER FINANCIAL PROTECTION BUREAU","CENTERRA INTEGRATED FACILITIES SERVICES, LLC",693614
"CONSUMER FINANCIAL PROTECTION BUREAU","SMARTRONIX, INC.",642600
"CONSUMER FINANCIAL PROTECTION BUREAU","BOOZ ALLEN HAMILTON INC",619558.35
"CONSUMER FINANCIAL PROTECTION BUREAU","AAC INC.",619264.71
"CONSUMER FINANCIAL PROTECTION BUREAU","ABT ASSOCIATES INC.",582321
"CONSUMER FINANCIAL PROTECTION BUREAU","CORESPHERE LIMITED LIABILITY COMPANY",556952.74
"CONSUMER FINANCIAL PROTECTION BUREAU","DISCOVER TECHNOLOGIES LLC",548848.1
"CONSUMER PRODUCT SAFETY COMMISSION","VISUAL INFORMATION SYSTEM, INC",852983.43
"CONSUMER PRODUCT SAFETY COMMISSION","COMMUNICATIONS TRAINING ANALYSIS CORPORATION",783071.7
"CONSUMER PRODUCT SAFETY COMMISSION","ARMEDIA LLC",430772.06
"CONSUMER PRODUCT SAFETY COMMISSION","RWD CONSULTING, LLC",362717.82
"CONSUMER PRODUCT SAFETY COMMISSION","WIDMEYER COMMUNICATIONS, INC.",351370
"CONSUMER PRODUCT SAFETY COMMISSION","UNIVERSITY OF CINCINNATI",347649.7
"CONSUMER PRODUCT SAFETY COMMISSION","WESTAT, INC",159576
"CONSUMER PRODUCT SAFETY COMMISSION","CARAHSOFT TECHNOLOGY CORPORATION",159136.98
"CONSUMER PRODUCT SAFETY COMMISSION","DIAMOND SOLUTIONS, INC",149014
"CONSUMER PRODUCT SAFETY COMMISSION","CLIFTONLARSONALLEN LLP",129912.15
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","ICF INCORPORATED, L.L.C.",922466.39
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","SYSTEMS PLUS, INC.",759804.85
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CLIFTONLARSONALLEN LLP",734339.9
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","VMD SYSTEMS INTEGRATORS, INC.",697464.1
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","MATHEMATICA POLICY RESEARCH, INC.",679557.25
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","EDUCATION, IOWA DEPARTMENT OF",596473.07
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CORPORATE LODGING CONSULTANTS INCORPORATED",462145.12
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","THOMAS CASTRO GUTIERREZ CPA, LLC",457876.92
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","NATIONAL OPINION RESEARCH CENTER",430925.76
"CORPORATION FOR NATIONAL AND COMMUNITY SERVICE","CGI FEDERAL INCORPORATED",405112.92
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","NEW TECH SOLUTIONS, INC.",585080
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","MCI COMMUNICATIONS SERVICES INC",425287.3
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","MAGADIA CONSULTING, INC.",322825.6
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","WOOD, NORVEL",320472.2
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","GOVERNMENT ACQUISITIONS, INC.",163448.8
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","ISOM EVENTS, LLC",154774.72
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","WILLIAMS, ADLEY & COMPANY - DC, LLP",149085.79
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","GOVWARE LIMITED LIABILITY COMPANY",131294
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","VERIZON FEDERAL INC.",128110.85
"COURT SERVICES AND OFFENDER SUPERVISION AGENCY","WESLEY MEDICAL STAFFING, INC.",123578.82
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","DYNAMIC OBJECT LANGUAGE LABS, INC.",993233.67
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","CALIFORNIA INSTITUTE OF TECHNOLOGY",979987.23
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA",977416
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","PHYSICAL SCIENCES INC.",967257.4
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","IST RESEARCH, LLC",917856
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","APTIMA, INC.",917183
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","DRS SENSORS & TARGETING SYSTEMS, INC.",898116.2
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","ECS FEDERAL, INC.",763862.18
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","LUNA INNOVATIONS INCORPORATED",754976
"DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA)","BOSTON ENGINEERING CORPORATION",749145
"DEFENSE COMMISSARY AGENCY  (DECA)","CONSOLIDATED SUPPORT SERVICES, INC.",982346.79
"DEFENSE COMMISSARY AGENCY  (DECA)","MAVAGI ENTERPRISES INC",972288.66
"DEFENSE COMMISSARY AGENCY  (DECA)","MISSISSIPPI GOODWORKS INC",919151.43
"DEFENSE COMMISSARY AGENCY  (DECA)","GOODWILL INDUSTRIES OF LOWER SOUTH CAROLINA, INC.",850931.52
"DEFENSE COMMISSARY AGENCY  (DECA)","GOOD VOCATIONS INC",848061.92
"DEFENSE COMMISSARY AGENCY  (DECA)","GOODWILL EASTER SEALS MIAMI VALLEY",839230.23
"DEFENSE COMMISSARY AGENCY  (DECA)","METTLER-TOLEDO, INC.",835184.69
"DEFENSE COMMISSARY AGENCY  (DECA)","VESA HEALTH & TECHNOLOGY, INC.",823806.47
"DEFENSE COMMISSARY AGENCY  (DECA)","NETWORK ENTERPRISES INC",808653.77
"DEFENSE COMMISSARY AGENCY  (DECA)","LOGISTICAL CUSTOMER SERVICE, INC",804960.69
"DEFENSE CONTRACT AUDIT AGENCY","FCN, INC.",320056.79
"DEFENSE CONTRACT AUDIT AGENCY","WORLD WIDE TECHNOLOGY, INC.",240208.46
"DEFENSE CONTRACT AUDIT AGENCY","CDW GOVERNMENT LLC",235949.1
"DEFENSE CONTRACT AUDIT AGENCY","NANAVATI CONSULTING INC",210647.4
"DEFENSE CONTRACT AUDIT AGENCY","WALKER AND ASSOCIATES, INC.",52721.85
"DEFENSE CONTRACT AUDIT AGENCY","SYMBOLIC TECHNOLOGY INCORPORATED",19522
"DEFENSE CONTRACT AUDIT AGENCY","PLURALSIGHT, LLC",13470
"DEFENSE CONTRACT AUDIT AGENCY","WESTWIND COMPUTER PRODUCTS, INC.",10336
"DEFENSE CONTRACT AUDIT AGENCY","SAP GOVERNMENT SUPPORT AND SERVICES, INC.",8461.32
"DEFENSE CONTRACT AUDIT AGENCY","WATERS MOVING & STORAGE, INC.",6850
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","L-3 COMMUNICATIONS INTEGRATED SYSTEMS L.P.",756836.93
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","VENTECH SOLUTIONS INC.",678049.6
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","BOOZ ALLEN HAMILTON INC.",631093.4
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","MCI COMMUNICATIONS SERVICES INCORPORATED",572057.09
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","DYNCORP INTERNATIONAL LLC",482296.11
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","LINTECH GLOBAL, INC.",477759.58
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","SOUTHERN CALIFORNIA EDISON COMPANY",324000
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","HUMAN POTENTIAL CONSULTANTS, L.L.C.",277604.96
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","IHS GLOBAL INC.",232751.06
"DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA)","SOLUTIONS BY DESIGN II, LLC",224157.76
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","QWEST SERVICES CORPORATION",972160
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","CASK TECHNOLOGIES, LLC",943757.6
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","GRANT THORNTON LLP",679929.98
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","ERNST AND YOUNG LLP",554408
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","CDW GOVERNMENT, INC.",418650
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","INTERIOR RESOURCE GROUP INC",368822.5
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","WEBUCATOR INCORPORATED",345502.14
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","MANAGEMENT CONCEPTS INCORPORATED",337415.82
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","BLUE TECH INC.",312692.86
"DEFENSE FINANCE AND ACCOUNTING SERVICE (DFAS)","NORDAM GROUP, INC., THE",278604
"DEFENSE HEALTH AGENCY (DHA)","ALPHASIX CORPORATION",906191.65
"DEFENSE HEALTH AGENCY (DHA)","HARRIS CORPORATION",863054.77
"DEFENSE HEALTH AGENCY (DHA)","SPARTAN BUSINESS & TECHNOLOGY SERVICES, INC.",849142.4
"DEFENSE HEALTH AGENCY (DHA)","BRSI LIMITED PARTNERSHIP",845000
"DEFENSE HEALTH AGENCY (DHA)","COMMUNICATIONS PROFESSIONAL,IN",844893.56
"DEFENSE HEALTH AGENCY (DHA)","R B COMPANY, LLC",837524.25
"DEFENSE HEALTH AGENCY (DHA)","4-WEB, INC.",833250
"DEFENSE HEALTH AGENCY (DHA)","NORTHROP GRUMMAN SYSTEMS CORPORATION",754775.12
"DEFENSE HEALTH AGENCY (DHA)","BLUEWATER FEDERAL SOLUTIONS, INC.",724011.88
"DEFENSE HEALTH AGENCY (DHA)","AXIOM CORPORATION",720384
"DEFENSE HUMAN RESOURCES ACTIVITY","TERATHINK CORPORATION",901435.4
"DEFENSE HUMAN RESOURCES ACTIVITY","EXHIBIT ARTS LLC",788162.04
"DEFENSE HUMAN RESOURCES ACTIVITY","WERIS, INC",779952
"DEFENSE HUMAN RESOURCES ACTIVITY","XICON SOLUTIONS, LLC",647722.59
"DEFENSE HUMAN RESOURCES ACTIVITY","CLEARAVENUE, LLC",622602
"DEFENSE HUMAN RESOURCES ACTIVITY","CAVALIER TELEPHONE, L.L.C.",594388.66
"DEFENSE HUMAN RESOURCES ACTIVITY","CREDENCE MANAGEMENT SOLUTIONS LIMITED LIABILITY COMPANY",585000
"DEFENSE HUMAN RESOURCES ACTIVITY","INTERACTIVE GOVERNMENT HOLDINGS INC",571715.84
"DEFENSE HUMAN RESOURCES ACTIVITY","CREATIVE SOLUTIONS CONSULTING, INC.",540448
"DEFENSE HUMAN RESOURCES ACTIVITY","DELL SERVICES FEDERAL GOVERNMENT, INC.",472040.34
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","EPOCH CONCEPTS, LLC",999097.2
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","DATA INTERFUSE LLC",998874.63
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","UNITECH CONSULTING, L.L.C.",988611.15
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","VAE, INC.",984400.12
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","HIGHACTION, LLC",952740.72
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","COPPER RIVER INFORMATION TECHNOLOGY, LLC",893765.25
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","BUSINESS COMPUTERS MANAGEMENT CONSULTING GROUP (BCMC) LLC",884488.35
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","FCN, INC.",859897.74
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","4 STAR TECHNOLOGIES, INC.",811753.51
"DEFENSE INFORMATION SYSTEMS AGENCY (DISA)","RX3 COMMUNICATIONS, INC",809345.15
"DEFENSE INTELLIGENCE AGENCY","GROTHEER & COMPANY",505704.62
"DEFENSE INTELLIGENCE AGENCY","HARRIS CORPORATION",434968
"DEFENSE INTELLIGENCE AGENCY","MANUFACTURING TECHNIQUES, INC.",388250
"DEFENSE INTELLIGENCE AGENCY","QWEST SERVICES CORPORATION",357757.81
"DEFENSE INTELLIGENCE AGENCY","TRIDENT SYSTEMS INCORPORATED",298000
"DEFENSE INTELLIGENCE AGENCY","WESTON SOLUTIONS, INC",268487.15
"DEFENSE INTELLIGENCE AGENCY","AT&T CORP.",257753.16
"DEFENSE INTELLIGENCE AGENCY","LEVEL 3 COMMUNICATIONS LIMITED LIABILITY COMPANY",181785.06
"DEFENSE INTELLIGENCE AGENCY","WILEY & WILSON, INC.",173274
"DEFENSE INTELLIGENCE AGENCY","CENTURUM INFORMATION TECHNOLOGY, INC.",149988.21
"DEFENSE LOGISTICS AGENCY","TECHNOLOGY ASSESSMENT AND TRANSFER, INC.",999971
"DEFENSE LOGISTICS AGENCY","AMERICAN MAGLEV TECHNOLOGY OF FLORIDA, INC.",999921
"DEFENSE LOGISTICS AGENCY","FAIRMOUNT TECHNOLOGIES LLC",999895
"DEFENSE LOGISTICS AGENCY","XYLON TECHNICAL CERAMICS INC.",999249
"DEFENSE LOGISTICS AGENCY","GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS, INC.",998649.91
"DEFENSE LOGISTICS AGENCY","TIMKEN GEARS & SERVICES INC.",997971.5
"DEFENSE LOGISTICS AGENCY","NOBEL BIOCARE USA, LLC",993238.48
"DEFENSE LOGISTICS AGENCY","AIR PARTS & SUPPLY CO.",992404.5
"DEFENSE LOGISTICS AGENCY","PEERLESS AEROSPACE FASTENER CORPORATION",990520.06
"DEFENSE LOGISTICS AGENCY","COBHAM SLIP RINGS NAPLES INC.",990080
"DEFENSE MEDIA ACTIVITY (DMA)","SYRACUSE UNIVERSITY",961101.08
"DEFENSE MEDIA ACTIVITY (DMA)","WARNER BROS. INTERNATIONAL TELEVISION DISTRIBUTION INC.",716323
"DEFENSE MEDIA ACTIVITY (DMA)","CISCO SYSTEMS INC.",702000
"DEFENSE MEDIA ACTIVITY (DMA)","UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP, L.P.",567619
"DEFENSE MEDIA ACTIVITY (DMA)","TBC INTEGRATION, INC.",513300
"DEFENSE MEDIA ACTIVITY (DMA)","BUENA VISTA NON-THEATRICAL, INC.",463566
"DEFENSE MEDIA ACTIVITY (DMA)","COMPREHENSIVE SECURITY SERVICES, INC.",456556
"DEFENSE MEDIA ACTIVITY (DMA)","TWENTIETH CENTURY FOX FILM CORPORATION",432386
"DEFENSE MEDIA ACTIVITY (DMA)","ITFRASTRUCTURE, INC.",334475.99
"DEFENSE MEDIA ACTIVITY (DMA)","MCNEAL, TOMMELITA",277864
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","LINDE LLC",475200
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","AMERICAN CUSTOM PRIVATE SECURITY, INC.",299507.6
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","FUTUREWORLD TECHNOLOGIES, INC.",249000
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","FEI COMPANY",245747.96
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","WESTERN CONTRACT FURNISHERS OF SACRAMENTO",126057.4
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","KEYSIGHT TECHNOLOGIES, INC.",72225.96
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","NORTHROP GRUMMAN SYSTEMS CORPORATION",69096
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","CASCADE MICROTECH, INC.",65238
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","CREATIVE SOLUTIONS CONSULTING, INC.",62777.2
"DEFENSE MICROELECTRONICS ACTIVITY (DMEA)","COMSOL, INC.",51758
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","INTELLIGENT DECISIONS, INC.",37178.04
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","POTOMAC MANAGEMENT SOLUTIONS, LLC",15777.99
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","KALIJARVI, CHUZI & NEWMAN, P.C.",4710.53
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","EBSCO INDUSTRIES, INC.",793
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","LAPPIN, ROBERT W PHD",-2250
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","AZZARO, RICHARD A",-12116.34
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","JIRSA JAMES O",-19913.96
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","SWICK & SHAPIRO, PC",-32190.5
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","MRF CONSULTING LLC",-35295.5
"DEFENSE NUCLEAR FACILITIES SAFETY BOARD","SCHAPIRA, JOEL",-74960
"DEFENSE SECURITY COOPERATION AGENCY","GARMISCH LODGING/ MARSHALL CENTER HOTEL",997316
"DEFENSE SECURITY COOPERATION AGENCY","CREATIVE SOLUTIONS CONSULTING, INC.",978067.2
"DEFENSE SECURITY COOPERATION AGENCY","TRANSLANG, LTD.",932048
"DEFENSE SECURITY COOPERATION AGENCY","INFORMATION GATEWAYS, INC.",882417.25
"DEFENSE SECURITY COOPERATION AGENCY","INTEGRATED DATA SERVICE INC",803343.16
"DEFENSE SECURITY COOPERATION AGENCY","ALUTIIQ LOGISTICS & MAINTENANCE SERVICES, LLC",766718.88
"DEFENSE SECURITY COOPERATION AGENCY","INSTITUTE FOR DEFENSE ANALYSES",600000
"DEFENSE SECURITY COOPERATION AGENCY","BLACKSTONE CONSULTING, INC.",516911.39
"DEFENSE SECURITY COOPERATION AGENCY","X CORP SOLUTIONS INC.",459991.5
"DEFENSE SECURITY COOPERATION AGENCY","MERIDIAN TECHNOLOGIES, INC.",446065.37
"DEFENSE SECURITY SERVICE","MINBURN TECHNOLOGY GROUP, LLC",993071.11
"DEFENSE SECURITY SERVICE","CISCO SYSTEMS INC.",912600
"DEFENSE SECURITY SERVICE","DLT SOLUTIONS, LLC",802891.78
"DEFENSE SECURITY SERVICE","ANALYTIC SERVICES INC.",794407.73
"DEFENSE SECURITY SERVICE","ICF INCORPORATED, L.L.C.",637308
"DEFENSE SECURITY SERVICE","INFORMATION ANALYSIS INCORPORA",473236
"DEFENSE SECURITY SERVICE","AT&T CORP.",371308.76
"DEFENSE SECURITY SERVICE","BARBARICUM LLC",315965.6
"DEFENSE SECURITY SERVICE","DELOITTE & TOUCHE LLP",225005.64
"DEFENSE SECURITY SERVICE","C2 TECHNOLOGIES INC",195612.33
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","L-3 APPLIED TECHNOLOGIES, INC.",997714
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","AGILTRON, INC.",996972
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","AVISAR INCORPORATED",994912.4
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","SILICON TECHNOLOGIES, INC.",991957.83
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","BIOLOGICAL MIMETICS INC",990021
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","RAYTHEON COMPANY",962503.36
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","ASYNCHRONY SOLUTIONS, INC.",936831
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","CARAHSOFT TECHNOLOGY CORPORATION",861380.54
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","SRC, INC.",796909
"DEFENSE THREAT REDUCTION AGENCY (DTRA)","ANALYTIC SERVICES INC.",787000
"DENALI COMMISSION","ACISTEK CORPORATION",106054.27
"DENALI COMMISSION","AHTNA ENVIRONMENTAL, INC.",18772.1
"DENALI COMMISSION","LABOR AND WORKFORCE DEVELOPMENT, ALASKA DEPARTMENT OF",15500
"DEPARTMENTAL OFFICES","BLUE CANOPY GROUP, LLC",921245.74
"DEPARTMENTAL OFFICES","SPRY METHODS, INC.",885737.27
"DEPARTMENTAL OFFICES","BOOZ ALLEN HAMILTON INC.",817342.08
"DEPARTMENTAL OFFICES","INFORMATION PLANNING ASSOCIATE",795523.6
"DEPARTMENTAL OFFICES","KATMAI INFORMATION TECHNOLOGIES, LLC",790849.88
"DEPARTMENTAL OFFICES","FI CONSULTING, INC.",749979
"DEPARTMENTAL OFFICES","MARTEKD2DINC J.V.",726690.29
"DEPARTMENTAL OFFICES","DELOITTE CONSULTING LLP",710600
"DEPARTMENTAL OFFICES","CATAPULT TECHNOLOGY LIMITED",670804.8
"DEPARTMENTAL OFFICES","SOFTWARE AG GOVERNMENT SOLUTIONS INC.",661866.89
"DEPT OF DEFENSE","CLEAR CREEK APPLIED TECHNOLOGIES, INC",999955.55
"DEPT OF DEFENSE","BLACK RIVER SYSTEMS COMPANY INC",990000
"DEPT OF DEFENSE","CEXEC INC",972969
"DEPT OF DEFENSE","DATA SYSTEMS ANALYSTS, INC.",959286.1
"DEPT OF DEFENSE","INQUIRIES, INC.",950350.02
"DEPT OF DEFENSE","L-3 COMMUNICATIONS CINCINNATI ELECTRONICS CORPORATION",932893.58
"DEPT OF DEFENSE","IRON BOW TECHNOLOGIES, LLC",932173.13
"DEPT OF DEFENSE","ROLSTON INFORMATION SYSTEMS ASSURANCE, LLC",920125.21
"DEPT OF DEFENSE","AEGIS TECHNOLOGIES GROUP, INC., THE",920000
"DEPT OF DEFENSE","CACI TECHNOLOGIES INC",900000
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","MIL-KEN TRAVEL LTD",998474.61
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","OLIVIERO TOURS SRL",968984.41
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","JACOBS ENGINEERING GROUP INC.",962381.98
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","SENON LIMITED",849132.51
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","CERMAK OMNIBUSUNTERNEHMEN UND REISEBURO E.K.",767586.21
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","ZYSCOVICH INC",705961
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","MACKIN BOOK COMPANY",686859.64
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","WILLAX GMBH & CO. KG",685344.83
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","QUADRA CONTROL SERVICES LIMITED",673747.18
"DEPT OF DEFENSE EDUCATION ACTIVITY (DODEA)","COLLEGE ENTRANCE EXAMINATION BOARD",663065
"DEPT OF THE AIR FORCE","SERVICE SOURCE INC",999850.16
"DEPT OF THE AIR FORCE","BATTISTELLA SPA",998737.37
"DEPT OF THE AIR FORCE","D3 AIR AND SPACE OPERATIONS, INC.",989920.52
"DEPT OF THE AIR FORCE","BLACK RIVER SYSTEMS COMPANY INC",989820
"DEPT OF THE AIR FORCE","BASIC COMMERCE & INDUSTRIES INC",987824
"DEPT OF THE AIR FORCE","LIVINGSTONE TRADING & CONTRAC TING",976901.4
"DEPT OF THE AIR FORCE","FEDERAL CONTRACTS CORP",976515.27
"DEPT OF THE AIR FORCE","EATON INDUSTRIAL CORPORATION",975074
"DEPT OF THE AIR FORCE","CFD RESEARCH CORPORATION",974331
"DEPT OF THE AIR FORCE","HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",970080.42
"DEPT OF THE ARMY","SONALYSTS, INC.",999999.4
"DEPT OF THE ARMY","HYPERCOMP, INC.",999989.04
"DEPT OF THE ARMY","VIKING ENGINEERING AND CONSTRUCTION, LLC",999957
"DEPT OF THE ARMY","TRITON SYSTEMS, INC.",999602.44
"DEPT OF THE ARMY","CYTOSORBENTS MEDICAL INC.",999070
"DEPT OF THE ARMY","JOHNSON-MCADAMS FIRM, P.A., THE",998875
"DEPT OF THE ARMY","HARMER STEEL PRODUCTS COMPANY",998796.53
"DEPT OF THE ARMY","BOECORE, INC.",998247.36
"DEPT OF THE ARMY","DON JONES CONSTRUCTION CO., INC.",998130.13
"DEPT OF THE ARMY","DALPAR CORPORATION",997560
"DEPT OF THE NAVY","LIGHTSPIN TECHNOLOGIES INC",999998
"DEPT OF THE NAVY","OBBCO SAFETY & SUPPLY, LLC",999725.66
"DEPT OF THE NAVY","FREEDOM PHOTONICS LLC",998288
"DEPT OF THE NAVY","CATALYST SOLUTIONS, LLC",998267
"DEPT OF THE NAVY","ISRAEL AEROSPACE INDUSTRIES LTD. SHL - AERO ASSEMBLIES DIVISION",996880
"DEPT OF THE NAVY","EVOKE RESEARCH AND CONSULTING, LLC",996019.06
"DEPT OF THE NAVY","OHOPAKI GENERAL CONTRACTING & MECHANICAL, INC.",995042
"DEPT OF THE NAVY","H&S RESOURCES CORPORATION",993689.92
"DEPT OF THE NAVY","LYON SHIPYARD, INC.",992627.55
"DEPT OF THE NAVY","TURNER STRATEGIC TECHNOLOGIES, LLC",987753
"DOMESTIC NUCLEAR DETECTION OFFICE","LEIDOS, INC.",622480
"DOMESTIC NUCLEAR DETECTION OFFICE","LITHIUM INNOVATIONS COMPANY, LLC",500000
"DOMESTIC NUCLEAR DETECTION OFFICE","RADIATION MONITORING DEVICES, INC.",491947.83
"DOMESTIC NUCLEAR DETECTION OFFICE","AMERICAN EAGLE PROTECTIVE SERVICES CORPORATION",387960.96
"DOMESTIC NUCLEAR DETECTION OFFICE","RADIABEAM TECHNOLOGIES, LLC",248573
"DOMESTIC NUCLEAR DETECTION OFFICE","CAPESYM, INC",246791
"DOMESTIC NUCLEAR DETECTION OFFICE","POTOMACWAVE CONSULTING, INC.",141516.72
"DOMESTIC NUCLEAR DETECTION OFFICE","SENSOR CONCEPTS AND APPLICATIONS, INC.",118984.87
"DOMESTIC NUCLEAR DETECTION OFFICE","INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS, INCORPORATED, THE",89320
"DOMESTIC NUCLEAR DETECTION OFFICE","PANAMERICA COMPUTERS, INC.",85545.58
